,Daftar,Poem,Beyt,Mesra1,Mesra2
283,1,9,40,عشق زنده در روان و در بصر,"هر دمی باشد ز غنچه تازه تر
"
284,1,9,41,عشق آن زنده گزین كاو باقی است,"واز شراب جان فزایت ساقی است 
"
285,1,9,42,عشق آن بگزین كه جمله انبیا,"یافتند از عشق او كار و كیا
"
286,1,9,43,تو مگو: ما را بدان شه بار نیست,"با كریمان كارها دشوار نیست 
"
287,1,10,1,كشتن آن مرد بر دست حكیم,"نی پی اومید بود و نی ز بیم 
"
288,1,10,2,او نكشتش از برای طبع شاه,"تا نیامد امر و الهام از اله 
"
289,1,10,3,آن پسر را كش خضر، ببرید حلق,"سرّ آن را درنیابد عام خلق 
"
290,1,10,4,آنكه از حق یابد او وحی و خطاب,"هر چه فرماید، بود عین صواب 
"
291,1,10,5,آنكه جان بخشد، اگر بكشد رواست,"نایب است و دست او دست خداست 
"
292,1,10,6,همچو اسماعیل پیشش سر بنه,"شاد و خندان پیش تیغش جان بده 
"
293,1,10,7,تا بماند جانت خندان تا ابد,"همچو جان پاكِ احمد با احد
"
294,1,10,8,عاشقان جام فرح آنگه كِشند,"كه به دست خویش خوبانشان  ُكشند
"
295,1,10,9,شاه، آن خون از پی شهوت نكرد,"تو رها كن بد گمانی و نبرد
"
296,1,10,10,تو گمان بردی كه كرد آلودگی,"در صفا، غش كی هلد پالودگی 
"
297,1,10,11,* بگذر از ظن خطا، ای بدگمان,"انّ بعض الظنّ اتم آخر بخوان 
"
298,1,10,12,بهر آن است این ریاضت وین جفا,"تا بر آرد كوره از نقره جفا
"
299,1,10,13,بهر آن است امتحان نیك و بد,"تا بجوشد، بر سر آرد زر ز بَد
"
300,1,10,14,گر نبودی كارش الهام اله,"او سگی بودی دراننده، نه شاه 
"
301,1,10,15,پاك بود از شهوت و حرص و هوا,"نیك كرد او، لیك نیك بد نما
"
302,1,10,16,گر خِضر در بحر كشتی را شكست,"صد درستی در شكست خضر هست 
"
303,1,10,17,وَهم موسی با همه نور و هنر,"شد از آن محجوب، تو بی پر مپر
"
304,1,10,18,آن  ُگل سرخ است، تو خونش مخوان,"مست عقل است او، تو مجنونش مدان 
"
305,1,10,19,گر بُدی خون مسلمان كام او,"كافرم گر بُردمی من نام او
"
306,1,10,20,می بلرزد عرش از مدح شقی,"بد گمان گردد ز مدحش متقی 
"
307,1,10,21,شاه بود و شاه بس آگاه بود,"خاص بود و خاصۀ الله بود
"
308,1,10,22,آن كسی را كش چنین شاهی  ُكشد,"سوی تخت و بهترین جاهی  ِكشد
"
309,1,10,23,* قهر خاصی، از برای لطف عام,"شرع میدارد روا، بگذار کام 
"
310,1,10,24,* نیم جان بستاند و، صد جان دهد,"آنچه در وهمت نیاید، آن دهد 
"
311,1,10,25,گر ندیدی سود او در قهر او,"كی شدی آن لطف مطلق قهر جو؟
"
312,1,10,26,طفل میترسد ز نیش احتجام,"مادر مشفق در آن غم شاد كام 
"
313,1,10,27,تو قیاس از خویش میگیری، ولیك,"دور دور افتاده ای، بنگر تو نیك
"
314,1,10,28,پیشتر آ تا بگویم قصه ای,"بو که یابی از بیانم حصه ای 
"
315,1,11,1,بود بقالی و او را طوطیی,"خوش نوا و سبز و گویا طوطیی 
"
316,1,11,2,بر دكان بودی نگهبان دكان,"نكته گفتی با همه سوداگران 
"
317,1,11,3,در خطاب آدمی ناطق بدی,"در نوای طوطیان حاذق بدی 
"
318,1,11,4,* خواجه روزی سوی خانه رفته بود,"بر دکان طوطی نگهبانی نمود 
"
319,1,11,5,* گربه ای بر جست ناگه از دکان,"بهر موشی، طوطیک از بیم جان 
"
320,1,11,6,جست از صدر دكان، سویی گریخت,"شیشه های روغن  ُگل را بریخت 
"
321,1,11,7,از سوی خانه بیامد خواجه اش,"بر دكان بنشست فارغ خواجه وش 
"
322,1,11,8,دید پُر روغن دكان و جاش چرب,"بر سرش زد، گشت طوطی كل ز ضرب 
"
323,1,11,9,روزكی چندی سخن كوتاه كرد,"مرد بقال از ندامت آه كرد
"
324,1,11,10,ریش بر میكند و میگفت: ای دریغ,"كافتاب نعمتم شد زیر میغ 
"
325,1,11,11,دست من بشكسته بودی آن زمان,"كه زدم من بر سر آن خوش زبان 
"
326,1,11,12,هدیه ها میداد هر درویش را,"تا بیابد نطق مرغ خویش را
"
327,1,11,13,بعد سه روز و سه شب حیران و زار,"بر دكان بنشسته بُد نومیدوار
"
328,1,11,14,* با هزاران غصه و غم گشتهِ جفت,"کای عجب، این مرغ کی آید بگفت ؟ 
"
329,1,11,15,* مینمود آن مرغ را هر گون شگفت,"واز تعجب، لب بدندان میگرفت 
"
330,1,11,16,* دمبدم میگفت از هر در سخن,"تا كه باشد كاندر آید او سخن 
"
331,1,11,17,* بر امید آنکه مرغ آید بگفت ,"چشم او را با صور میکرد جفت 
"
332,1,11,18,جولقیی سر برهنه می گذشت,"با سر بی مو، چو پشت طاس و طشت 
"
333,1,11,19,طوطی اندر گفت آمد در زمان,"بانگ بر درویش بر زد: کایفلان 
"
334,1,11,20,از چه ای كل با كلان آمیختی؟,"تو مگر از شیشه روغن ریختی؟ 
"
335,1,11,21,از قیاسش خنده آمد خلق را,"كو چو خود پنداشت صاحب دلق را
"
336,1,11,22,كار پاكان را قیاس از خود مگیر,"گر چه ماند در نوشتن شیر و، شیر
"
337,1,11,23,جمله عالم، زین سبب گمراه شد,"كم كسی ز ابدال حق آگاه شد
"
338,1,11,24,* اشقیا را دیده بینا نبود,"نیک و بد در دیدشان یکسان نمود 
"
339,1,11,25,همسری با انبیا برداشتند,"اولیا را همچو خود پنداشتند
"
340,1,11,26,گفته اینك: ما بشر ایشان بشر,"ما و ایشان بستۀ خوابیم و خَور
"
341,1,11,27,این ندانستند ایشان از عمی,"هست فرقی در میان بی منتها
"
342,1,11,28,هر دو گون زنبور خوردند از محل,"لیك شد زآن نیش و، زین دیگر عسل 
"
343,1,11,29,هر دو گون آهو گیا خوردند و آب,"زین یكی سرگین شد و، زآن مشك ناب 
"
344,1,11,30,هر دو نی خوردند از یك آب خَر,"این یكی خالی و، آن پر از شكر
"
345,1,11,31,صد هزاران این چنین اشباه بین,"فرقشان، هفتاد ساله راه بین 
"
346,1,11,32,این خورد، گردد پلیدی زو جدا,"آن خورد، گردد همه نور خدا
"
347,1,11,33,این خورد، زاید همه بخل و حسد,"و آن خورد، زاید همه نور احد
"
348,1,11,34,این زمین پاك و، آن شورست و بد,"این فرشتۀ پاك و، آن دیو است و دد
"
349,1,11,35,هر دو صورت گر بهم ماند رواست,"آبِ تلخ و آبِ شیرین را صفاست 
"
350,1,11,36,جز كه صاحب ذوق، كه شناسد بیاب؟,"او شناسد آب خوش از شوره آب 
"
351,1,11,37,* جز که صاحب ذوق، که شناسد طعوم؟,"شهد را ناخورده، کی داند ز موم؟ 
"
352,1,11,38,سحر را با معجزه كرده قیاس,"هر دو را بر مكر پندارد اساس 
"
353,1,11,39,ساحران با موسی از استیزه را,"بر گرفته چون عصای او عصا
"
354,1,11,40,زین عصا، تا آن عصا فرقیست ژرف,"زین عمل تا آن عمل، راهی شگرف 
"
355,1,11,41,لعنة الله، این عمل را در قفا,"رحمة الله، آن عمل را در وفا
"
356,1,11,42,كافران اندر مری بوزینه طبع,"آفتی آمد درون سینه طبع 
"
357,1,11,43,هر چه مردم میكند بوزینه هم,"آن كند كز مرد بیند دم به دم 
"
358,1,11,44,او گمان برده كه من کردم چو او,"فرق را كی داند آن استیزه خو؟
"
359,1,11,45,این كند از امر و، آن بهر ستیز,"بر سر استیزه رویان خاك ریز
"
360,1,11,46,آن منافق با موافق در نماز,"از پی استیزه آید، نی نیاز
"
361,1,11,47,در نماز و روزه و حج و زكات,"با منافق مومنان در برد و مات 
"
362,1,11,48,مومنان را برد باشد عاقبت,"بر منافق، مات اندر آخرت 
"
363,1,11,49,گر چه هر دو بر سر یك بازیند,"لیک با هم مروزی و رازیند
"
364,1,11,50,هر یكی سوی مقام خود رود,"هر یكی بر وفق نام خود رود
"
365,1,11,51,مومنش گویند جانش خوش شود,"ور منافق تند و پر آتش شود
"
366,1,11,52,نام آن محبوب، از ذات وی است,"نام این مبغوض، ز آفات وی است 
"
367,1,11,53,میم و واو و میم و نون تشریف نیست,"لفظ مومن جز پی تعریف نیست 
"
368,1,11,54,گر منافق خوانیش، این نام دون,"همچو كژدم می خلد در اندرون 
"
369,1,11,55,گرنه این نام اشتقاق دوزخ است,"پس چرا در وی مذاق دوزخ است؟ 
"
370,1,11,56,زشتی این نام بد، از حرف نیست,"تلخی آن آب بحر، از ظرف نیست 
"
371,1,11,57,حرف، ظرف آمد، در او معنی چو آب,"بحر معنی عِنْدَهُ أُمُّ الكتاب 
"
372,1,11,58,بحر تلخ و بحر شیرین در جهان,"در میانشان بَرْزَخٌ لا یبغیان 
"
373,1,11,59,وانگه این هر دو، ز یك اصلی روان,"درگذر زین هر دو رو تا اصل آن 
"
374,1,11,60,زر قلب و زر نیكو در عیار,"بی محك هرگز ندانی ز اعتبار
"
375,1,11,61,هر كه را در جان خدا بنهد محك,"هر یقین را باز داند او ز شك 
"
376,1,11,62,* آنچه گفت: استفت قلبک مصطفی,"آن کسی داند، که پُر بود از وفا 
"
377,1,11,63,در دهان ِ زنده خاشاك ار جهد,"آنگه آرامد كه بیرونش نهد
"
378,1,11,64,در هزاران لقمه یك خاشاكِ خُرد,"چون در آمد، حس زنده پی ببرد
"
379,1,11,65,حس دنیا، نردبان این جهان,"حس عقبا، نردبان آسمان 
"
380,1,11,66,صحت این حس، بجوئید از طبیب,"صحت آن حس بجوئید از حبیب 
"
381,1,11,67,صحت این حس ز معموری تن,"صحت آن حس ز تخریب بدن 
"
382,1,11,68,شاهِ جان، مر جسم را ویران كند,"بعد ویرانیش آبادان كند
"
383,1,11,69,ای خنک جانی که بهر عشق و حال,"بذل کرد او خان و مان و ملک و مال
"
384,1,11,70,كرد ویران خانه بهر گنج زر,"وز همان گنجش كند معمورتر
"
385,1,11,71,آب را بُبرید و جو را پاك كرد,"بعد از آن در جو روان كرد آب خَورد
"
386,1,11,72,پوست را بشكافت، پیكان را كشید,"پوست تازه بعد از آتش بردمید
"
387,1,11,73,قلعه ویران كرد و از كافر سِتد,"بعد از آن بر ساختش صد برج و سد
"
388,1,11,74,كار بیچون را كه كیفیت نهد؟,"این كه گفتم هم ضرورت میدهد
"
389,1,11,75,گه چنین بنماید و، گه ضد این,"جز كه حیرانی نباشد كار دین 
"
390,1,11,76,* کاملان کز سِرّ تحقیق آگهند,"بیخود و حیران و مست و واله اند 
"
391,1,11,77,نه چنین حیران كه پشتش سوی اوست,"بل چُنان حیران که غرق و مستِ دوست 
"
392,1,11,78,آن یكی را روی او شد سوی دوست,"وین یكی را روی او خود روی دوست 
"
393,1,11,79,روی هر یك مینگر میدار پاس,"بو كه گردی تو ز خدمت رو شناس 
"
394,1,11,80,* دیدن دانا عبادت، این بود,"فقح ابواب سعادت، این بود 
"
395,1,11,81,چون بسی ابلیس آدم روی هست,"پس به هر دستی نشاید داد دست 
"
396,1,11,82,زانكه صیاد آورد بانگِ صفیر,"تا فریبد مرغ را، آن مرغ گیر
"
397,1,11,83,بشنود آن مرغ بانگ جنس خویش,"از هوا آید بیابد دام و نیش 
"
398,1,11,84,حرف درویشان بدزدد مردِ دون,"تا بخواند بر سلیمی زان فسون 
"
399,1,11,85,كار مردان روشنی و گرمی است,"كار دونان حیله و بی شرمی است 
"
400,1,11,86,شیر پشمین از برای كد كنند,"بو مسیلم را لقب احمد كنند
"
401,1,11,87,بو مسیلم را لقب كذاب ماند,"مر محمد را اولو الالباب ماند
"
